activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095253300,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,4,2,2,1,2,105000.0,69.98000,9.750,1.600,2,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,895000,1,1,3,5,1,NA,161,39,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,10,,,,2527,50.42,113200,99,649,1185,47
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252305,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,4,2,2,1,2,125000.0,63.45000,NA,NA,3,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,745000,1,1,3,5,1,NA,105,>60%,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,1,,,,6084,62.21,113200,119,1239,1542,31
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095253404,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,3,0,2,1,32,2,2,1,2,155000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,NA,1,1,3,5,1,NA,95,>60%,2,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,2,1,2,2,55-64,55-64,No,Yes,1,1,6,,,,,1,7,,,5815,55.63,113200,80,982,1568,33
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252904,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,32,1,2,2,2,505000.0,45.46000,6.875,0.169,2,4655.00,NA,2595.00,,1470.00,360,NA,NA,2,2,2,2,1105000,1,1,3,5,1,NA,146,42,2,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,>74,45-54,Yes,No,1,1,1,,,,,10,,,,8478,57.16,113200,124,2001,2606,17
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095253403,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,2,2,1,2,85000.0,66.53000,9.750,1.610,2,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,705000,1,1,3,5,1,NA,130,42,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,5369,49.9,113200,101,1486,1747,32
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095251802,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,4,2,2,1,2,95000.0,79.64000,NA,NA,3,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,425000,1,1,3,5,1,NA,73,>60%,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,45-54,9999,No,NA,1,1,6,,,,,1,,,,3132,85.86,113200,28,347,521,36
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252914,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,American Indian or Alaska Native,Female,1,0,2,1,32,2,2,2,2,75000.0,76.95000,8.000,1.631,2,493.95,NA,395.00,,,240,NA,NA,2,2,2,2,525000,1,1,3,5,1,NA,88,41,2,10,1,,,,,5,,,,,2,4,1,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,5592,58.99,113200,115,1305,1779,31
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095253404,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,2,2,2,2,55000.0,8.14000,6.500,0.684,2,1559.95,NA,395.00,,128.80,84,NA,NA,2,2,2,2,615000,1,1,3,5,1,NA,77,<20%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,5815,55.63,113200,80,982,1568,33
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095253201,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,4,2,2,1,2,85000.0,64.69000,8.750,0.600,2,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,685000,1,1,3,5,1,NA,116,37,2,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,4821,29.72,113200,123,1652,1940,0
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252702,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,4,2,2,1,2,75000.0,45.05000,NA,NA,3,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,855000,1,1,3,5,1,NA,42,>60%,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,55-64,9999,No,NA,1,1,6,,,,,1,,,,7039,74.57,113200,91,1303,2319,32
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095253404,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,32,2,2,2,2,135000.0,74.42000,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,605000,1,1,3,5,1,NA,129,37,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,6,,,,,3,9,,,5815,55.63,113200,80,982,1568,33
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095253106,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,2,2,2,2,75000.0,56.15000,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,455000,1,1,3,5,1,NA,81,>60%,2,9,2,,,,,3,,,,,2,2,5,,,,,6,,,,,2,2,1,3,2,2,65-74,45-54,Yes,No,1,1,6,,,,,1,,,,3427,56.46,113200,99,673,953,42
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095250103,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,4,2,2,2,2,55000.0,51.59000,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,455000,1,1,3,5,1,NA,51,50%-60%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,1,9,,,4804,80.29,113200,103,965,1325,47
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252306,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,2,2,1,2,2,2,65000.0,11.22000,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,535000,1,1,3,5,1,NA,29,50%-60%,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,25-34,No,No,1,1,3,,,,,2,,,,3523,57.79,113200,134,794,1007,37
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252915,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,4,2,2,1,2,105000.0,66.50000,9.250,1.100,2,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,695000,1,1,3,5,1,NA,190,41,2,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,6318,57.01,113200,144,1495,1795,18
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252703,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Female,3,0,2,1,32,2,2,2,2,155000.0,49.88000,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,505000,1,1,3,5,1,NA,42,>60%,2,10,1,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,6,,,,,1,,,,4263,82.34,113200,81,968,1210,30
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252912,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,4,2,2,1,2,205000.0,65.87000,8.750,0.600,2,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,715000,1,1,3,5,1,NA,303,<20%,2,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,55-64,65-74,Yes,Yes,1,1,6,,,,,10,,,,5612,43.44,113200,140,1695,1903,27
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252610,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,1,4,2,2,1,2,25000.0,78.94000,NA,NA,3,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,545000,1,1,3,5,1,NA,81,45,2,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,1,,,,3317,73.98,113200,104,575,941,46
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095253402,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,3,0,2,1,4,2,2,1,2,105000.0,69.21000,NA,NA,3,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,745000,1,1,3,5,1,NA,93,50%-60%,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,6,,,,,1,3,,,8381,61.48,113200,82,1652,2657,42
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095253502,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,American Indian or Alaska Native,Male,3,0,2,1,2,2,2,2,2,25000.0,58.14000,NA,NA,3,NA,NA,NA,NA,NA,84,NA,NA,2,2,2,2,475000,1,1,3,5,1,NA,21,>60%,2,10,2,,,,,5,,,,,2,4,1,5,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,6,,,,,1,,,,4637,36.86,113200,62,1052,1828,57
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252315,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,4,2,2,2,2,65000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,187,NA,2,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,9,,,,4283,69.79,113200,121,1004,1282,35
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252705,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,2,2,85000.0,33.91000,8.750,2.228,2,497.60,NA,395.00,,,240,NA,NA,2,2,2,2,525000,1,1,3,5,1,NA,111,20%-<30%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,6144,73.5,113200,97,1389,1861,37
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252316,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Joint,Joint,Joint,3,0,2,1,2,2,2,2,2,105000.0,66.76000,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,695000,1,1,3,5,1,NA,168,<20%,2,9,2,,,,,1,11,,,,2,2,2,5,25,,,1,5,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,1,6,,,,,3,,,,3622,76.81,113200,96,722,1110,38
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095250604,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,3,0,2,1,4,2,2,2,2,95000.0,80.00000,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,705000,1,1,3,5,1,NA,192,43,2,9,2,,,,,2,,,,,2,2,2,23,,,,2,4,23,,,2,2,2,1,2,2,55-64,55-64,No,Yes,1,1,6,,,,,1,,,,3848,73.41,113200,99,1007,1172,33
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252205,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Female,1,0,1,1,1,1,2,2,2,575000.0,90.00000,6.625,-0.165,2,6416.81,NA,1660.81,315.81,,360,NA,NA,2,2,2,2,635000,1,1,3,5,1,NA,189,20%-<30%,3,10,1,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,8669,74.25,113200,144,1877,2105,21
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095253201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,0,2,1,4,1,2,2,2,445000.0,64.68000,6.875,0.373,2,3320.00,NA,1345.00,,943.40,360,NA,NA,2,2,2,2,685000,1,1,3,5,1,NA,174,30%-<36%,1,9,3,,,,,2,,,,,2,2,6,,,,,6,,,,,2,2,2,1,2,2,55-64,55-64,No,Yes,1,1,1,,,,,10,,,,4821,29.72,113200,123,1652,1940,0
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252707,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,5,0,2,1,4,2,2,2,2,25000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,41,NA,9,9,1,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,>74,9999,Yes,NA,1,1,6,,,,,10,,,,5044,70.9,113200,76,1084,1569,42
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095253107,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,0,2,1,32,2,2,2,2,35000.0,52.48000,8.000,1.482,2,497.60,NA,395.00,,,240,NA,NA,2,2,2,2,535000,1,1,3,5,1,NA,77,41,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,5999,58.88,113200,59,890,1749,43
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252206,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,2,2,75000.0,70.73000,7.750,1.155,2,521.20,NA,395.00,,,240,NA,NA,2,2,2,2,595000,1,1,3,5,1,NA,103,30%-<36%,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,No,1,1,6,,,,,10,,,,4908,66.18,113200,107,1258,1708,21
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252314,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,2,2,45000.0,42.54000,7.500,1.267,2,493.95,NA,395.00,,,180,NA,NA,2,2,2,2,555000,1,1,3,5,1,NA,92,42,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,>74,9999,Yes,NA,1,1,6,,,,,10,,,,4599,70.93,113200,88,830,1181,47
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095253106,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,4,2,2,1,2,25000.0,44.27000,9.750,1.610,2,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,515000,1,1,3,5,1,NA,101,30%-<36%,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,3427,56.46,113200,99,673,953,42
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252205,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,0,2,1,4,2,2,2,2,95000.0,79.75000,8.000,1.387,2,493.95,NA,395.00,,,240,NA,NA,2,2,2,2,815000,1,1,3,5,1,NA,149,41,2,10,2,,,,,5,,,,,2,4,23,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,8669,74.25,113200,144,1877,2105,21
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095250105,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Joint,1,0,2,1,2,2,2,2,2,105000.0,68.73000,8.750,2.214,2,513.90,NA,395.00,,,240,NA,NA,2,2,2,2,705000,1,1,3,5,1,NA,299,20%-<30%,2,9,2,,,,,2,,,,,2,2,42,,,,,23,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,7243,89,113200,116,1489,1938,30
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252306,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Joint,1,0,2,1,4,2,2,2,2,75000.0,67.78000,7.750,1.185,2,513.90,NA,395.00,,,240,NA,NA,2,2,2,2,605000,1,1,3,5,1,NA,191,20%-<30%,2,9,3,,,,,3,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,45-54,No,No,1,1,6,,,,,10,,,,3523,57.79,113200,134,794,1007,37
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252903,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,4,2,2,1,2,115000.0,55.01000,9.250,1.080,2,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,1155000,1,1,3,5,1,NA,165,44,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,4475,29.25,113200,148,1357,1859,40
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252915,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,4,2,2,1,2,105000.0,65.86000,9.750,1.610,2,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,695000,1,1,3,5,1,NA,136,44,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,6318,57.01,113200,144,1495,1795,18
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252314,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Joint,1,0,2,1,2,2,2,2,2,35000.0,67.37000,7.500,1.475,2,513.90,NA,395.00,,,180,NA,NA,2,2,2,2,525000,1,1,3,5,1,NA,121,20%-<30%,2,9,1,14,,,,1,14,,,,2,2,6,,,,,6,,,,,2,2,1,2,2,2,65-74,55-64,Yes,Yes,1,1,6,,,,,10,,,,4599,70.93,113200,88,830,1181,47
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252703,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,2,2,35000.0,60.01000,7.750,1.307,2,493.95,NA,395.00,,,240,NA,NA,2,2,2,2,505000,1,1,3,5,1,NA,75,40,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,4263,82.34,113200,81,968,1210,30
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095251903,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,2,2,2,2,2,35000.0,79.71000,7.750,1.752,2,493.95,NA,395.00,,,180,NA,NA,2,2,2,2,565000,1,1,3,5,1,NA,87,39,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,5906,93.33,113200,81,1198,1776,39
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252910,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,1,0,2,1,4,1,2,2,2,305000.0,69.00000,7.750,1.177,2,513.90,NA,395.00,,,240,NA,NA,2,2,2,2,625000,1,1,3,5,1,NA,135,39,2,9,2,,,,,2,,,,,2,2,2,23,,,,5,,,,,2,2,2,1,2,2,55-64,55-64,No,No,1,1,6,,,,,10,,,,5788,50.36,113200,120,1337,1664,35
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252204,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Male,4,0,2,1,2,2,2,2,2,255000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,84,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,579,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,2,5,,,,2,2,1,1,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,5267,56.73,113200,128,1429,1696,27
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095253501,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,1,1,2,2,2,185000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,3,3,5,1,NA,113,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,1,,,,,10,,,,6327,38.38,113200,86,2740,3473,16
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252310,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,0,2,1,2,2,2,2,2,145000.0,69.82000,7.750,1.145,2,493.95,NA,395.00,,,240,NA,NA,2,2,2,2,1125000,1,1,3,5,1,NA,300,40,2,10,2,,,,,5,,,,,2,4,2,23,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,3067,43.85,113200,204,908,1149,27
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252306,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,4,2,2,1,2,35000.0,79.39000,9.250,1.110,2,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,685000,1,1,3,5,1,NA,119,41,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,3523,57.79,113200,134,794,1007,37
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252316,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,32,2,2,1,1,155000.0,38.01000,10.750,NA,3,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,515000,1,3,3,5,1,NA,186,37,2,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,55-64,65-74,Yes,Yes,1,1,6,,,,,10,,,,3622,76.81,113200,96,722,1110,38
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252904,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,32,2,2,1,2,35000.0,52.50000,8.750,0.610,2,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,895000,1,1,3,5,1,NA,167,30%-<36%,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,8478,57.16,113200,124,2001,2606,17
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095253101,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,4,2,2,2,2,65000.0,68.37000,8.000,1.636,2,493.95,NA,395.00,,,240,NA,NA,2,2,2,2,655000,1,1,3,5,1,NA,89,43,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,>74,9999,Yes,NA,1,1,6,,,,,10,,,,5302,46.91,113200,135,1244,1987,58
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252915,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,0,2,1,1,2,2,2,2,65000.0,58.46000,7.000,0.763,2,513.90,NA,395.00,,,84,NA,NA,2,2,2,2,605000,1,1,3,5,1,NA,225,41,2,9,1,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,45-54,No,No,1,1,6,,,,,10,,,,6318,57.01,113200,144,1495,1795,18
