activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2024,549300GAX7IKJUKCJE72,99999,CA,06021,06021010402,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,32,2,2,1,2,35000.0,79.93000,8.240,0.430,2,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,355000,1,1,3,5,1,NA,138,20%-<30%,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,6313,48.65,87900,90,1052,1678,44
2024,549300GAX7IKJUKCJE72,99999,CA,06033,06033000601,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,1,1,1,1,1,2,2,2,185000.0,66.67000,6.875,1.009,3,8511.20,NA,4196.20,2851.20,,360,NA,NA,2,2,2,2,275000,1,2,3,5,1,NA,102,42,1,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,1,,,,,10,,,,2342,27.41,87900,90,622,1523,46
2024,549300GAX7IKJUKCJE72,99999,CA,06033,06033000501,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,2,2,25000.0,66.06000,9.250,2.485,2,493.95,NA,395.00,,,240,NA,NA,2,2,2,2,185000,1,1,3,5,1,NA,93,20%-<30%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,3416,32.76,87900,71,871,1890,45
2024,549300GAX7IKJUKCJE72,99999,CA,06033,06033000902,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,4,2,2,1,2,25000.0,69.91000,NA,NA,3,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,375000,2,1,1,1,1,NA,78,39,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,35-44,9999,No,NA,1,1,6,,,,,4,,,,4118,28.44,87900,125,1356,2575,33
2024,549300GAX7IKJUKCJE72,99999,CA,06033,06033001200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,American Indian or Alaska Native,Male,1,0,1,1,1,1,2,2,2,305000.0,75.00000,5.750,-0.370,2,7492.00,NA,5332.00,3987.00,,360,NA,NA,2,2,2,2,405000,1,1,3,5,1,NA,278,44,1,10,2,,,,,5,,,,,2,4,1,5,,,,8,,,,,2,4,1,5,2,4,>74,9999,Yes,NA,1,1,1,,,,,10,,,,3414,29.76,87900,111,1042,1557,39
2024,549300GAX7IKJUKCJE72,99999,CA,06033,06033000902,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,3,0,2,1,2,2,2,2,2,25000.0,87.24000,NA,NA,3,NA,NA,NA,NA,NA,84,NA,NA,2,2,2,2,305000,2,1,1,1,1,NA,78,42,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,4,,,,4118,28.44,87900,125,1356,2575,33
2024,549300GAX7IKJUKCJE72,31084,CA,06037,06037542200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,1,0,2,1,2,2,2,2,2,125000.0,79.27000,7.500,1.061,3,526.05,NA,395.00,,,240,NA,NA,2,2,2,2,655000,1,2,3,5,1,NA,313,30%-<36%,3,9,2,,,,,2,,,,,2,2,3,,,,,3,,,,,2,2,2,1,2,2,55-64,55-64,No,No,1,1,6,,,,,10,,,,6898,99.13,98200,73,1032,1429,71
2024,549300GAX7IKJUKCJE72,31084,CA,06037,06037102107,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,0,2,1,4,2,2,1,2,125000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,NA,1,1,3,5,1,NA,102,NA,9,9,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,10,,,,3984,41.57,98200,105,930,1134,59
2024,549300GAX7IKJUKCJE72,31084,CA,06037,06037294900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Female,3,0,2,1,32,1,2,2,2,155000.0,21.90000,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,685000,1,1,3,5,1,NA,31,>60%,2,9,1,11,,,,1,11,,,,2,2,6,,,,,5,,,,,2,2,2,2,2,2,55-64,<25,No,No,1,1,1,,,,,1,2,,,3871,97.47,98200,56,292,507,47
2024,549300GAX7IKJUKCJE72,31084,CA,06037,06037920118,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,1,1,1,1,2,2,2,655000.0,80.00000,6.375,-0.154,2,7104.00,NA,1345.00,,828.04,360,NA,NA,2,2,2,2,815000,1,1,3,5,1,NA,290,30%-<36%,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,45-54,No,No,1,1,1,,,,,10,,,,5931,52.27,98200,167,1699,1851,30
2024,549300GAX7IKJUKCJE72,31084,CA,06037,06037650004,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,0,2,1,2,2,2,2,2,235000.0,58.97000,6.990,0.431,2,489.95,NA,395.00,,,240,NA,NA,2,2,2,2,995000,1,1,3,5,1,NA,119,39,2,10,2,,,,,5,,,,,2,4,2,23,,,,8,,,,,2,4,1,5,2,4,55-64,9999,Yes,NA,1,1,6,,,,,10,,,,4262,77.17,98200,165,731,879,59
2024,549300GAX7IKJUKCJE72,23420,CA,06039,06039000302,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,2,2,25000.0,22.22000,7.500,1.469,2,513.90,NA,395.00,,,180,NA,NA,2,2,2,2,325000,1,1,3,5,1,NA,53,20%-<30%,2,9,1,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,5383,61.06,84000,72,586,1378,46
2024,549300GAX7IKJUKCJE72,23420,CA,06039,06039000801,NA,Conventional:First Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,32,1,2,2,1,1255000.0,31.00000,6.550,NA,3,NA,NA,NA,NA,NA,120,NA,NA,2,2,1,2,4065000,1,3,3,5,25-49,0,NA,NA,2,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,3,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,2491,88.32,84000,55,208,780,67
2024,549300GAX7IKJUKCJE72,23420,CA,06039,06039000204,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,3,0,2,1,32,2,2,2,2,45000.0,28.14000,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,495000,1,1,3,5,1,NA,32,>60%,2,10,2,,,,,5,,,,,2,4,2,,,,,8,,,,,2,4,2,5,2,4,>74,9999,Yes,NA,1,1,6,,,,,1,,,,5549,58.89,84000,143,1035,1662,17
2024,549300GAX7IKJUKCJE72,23420,CA,06039,06039000302,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,3,0,2,1,2,2,2,2,2,35000.0,87.97000,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,315000,1,1,3,5,1,NA,65,42,2,10,1,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,4,,,,5383,61.06,84000,72,586,1378,46
2024,549300GAX7IKJUKCJE72,99999,CA,06043,06043000301,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,0,2,1,2,2,2,2,2,85000.0,44.69000,7.750,1.456,2,493.95,NA,395.00,,,180,NA,NA,2,2,2,2,365000,1,1,3,5,1,NA,119,20%-<30%,2,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,3819,23.57,87900,94,1228,2029,33
2024,549300GAX7IKJUKCJE72,99999,CA,06043,06043000301,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,4,2,2,1,2,35000.0,78.00000,NA,NA,3,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,465000,1,1,3,5,1,NA,130,50%-60%,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,55-64,9999,No,NA,1,1,6,,,,,1,,,,3819,23.57,87900,94,1228,2029,33
2024,549300GAX7IKJUKCJE72,32900,CA,06047,06047001603,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,0,2,1,2,2,2,2,2,65000.0,72.50000,7.750,1.818,2,497.60,NA,395.00,,,180,NA,NA,2,2,2,2,385000,1,1,3,5,1,NA,144,42,2,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,3847,95.5,78500,77,235,811,19
2024,549300GAX7IKJUKCJE72,32900,CA,06047,06047000603,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,2,2,65000.0,65.32000,7.500,1.567,2,497.60,NA,395.00,,,180,NA,NA,2,2,2,2,505000,1,1,3,5,1,NA,185,20%-<30%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,6502,72.59,78500,123,1063,1593,37
2024,549300GAX7IKJUKCJE72,32900,CA,06047,06047000802,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,2,2,2,2,2,105000.0,49.53000,8.750,2.375,2,497.60,NA,395.00,,,240,NA,NA,2,2,2,2,395000,1,1,3,5,1,NA,93,20%-<30%,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,4709,66.81,78500,96,1083,1531,33
2024,549300GAX7IKJUKCJE72,32900,CA,06047,06047001301,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,2,2,2,1,2,25000.0,67.67000,10.250,2.110,2,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,275000,1,1,3,5,1,NA,77,30%-<36%,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,3413,72.19,78500,92,276,1067,63
2024,549300GAX7IKJUKCJE72,32900,CA,06047,06047001502,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,0,2,1,4,2,2,2,2,25000.0,35.43000,7.500,1.209,2,502.65,NA,395.00,,,240,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,80,30%-<36%,2,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,2768,95.38,78500,53,201,728,50
2024,549300GAX7IKJUKCJE72,32900,CA,06047,06047001604,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,0,2,1,4,2,2,2,2,45000.0,70.98000,7.250,1.159,2,497.60,NA,395.00,,,84,NA,NA,2,2,2,2,375000,1,1,3,5,1,NA,87,42,2,10,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,4436,91.64,78500,92,490,990,17
2024,549300GAX7IKJUKCJE72,32900,CA,06047,06047002601,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,3,0,2,1,32,1,2,2,2,285000.0,69.46000,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,415000,1,1,3,5,1,NA,50,>60%,2,10,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,1,,,,,1,,,,2489,80.96,78500,153,409,562,18
2024,549300GAX7IKJUKCJE72,32900,CA,06047,06047001901,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,0,2,1,2,2,2,2,2,25000.0,18.13000,6.500,0.671,2,497.60,NA,395.00,,,84,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,55,20%-<30%,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,5279,91.08,78500,80,821,1561,36
2024,549300GAX7IKJUKCJE72,32900,CA,06047,06047001901,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,0,2,1,2,2,2,2,2,25000.0,60.40000,8.500,2.747,2,497.60,NA,395.00,,,180,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,55,37,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,5279,91.08,78500,80,821,1561,36
2024,549300GAX7IKJUKCJE72,32900,CA,06047,06047001902,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,3,0,2,1,32,2,2,2,2,25000.0,41.77000,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,155000,1,1,3,5,1,NA,21,43,2,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,1,,,,2376,74.75,78500,95,442,780,39
2024,549300GAX7IKJUKCJE72,32900,CA,06047,06047001901,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,0,2,1,4,2,2,2,2,55000.0,46.43000,8.500,2.612,2,497.60,NA,395.00,,,180,NA,NA,2,2,2,2,365000,1,1,3,5,1,NA,90,30%-<36%,2,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,5279,91.08,78500,80,821,1561,36
2024,549300GAX7IKJUKCJE72,32900,CA,06047,06047001501,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,0,2,1,4,1,2,2,2,25000.0,7.51000,7.500,1.241,2,614.95,NA,0.00,,,180,NA,NA,2,2,2,2,335000,1,1,3,5,1,NA,32,20%-<30%,2,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,10,,,,2689,84.94,78500,110,515,674,18
2024,549300GAX7IKJUKCJE72,32900,CA,06047,06047000505,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,1,0,2,1,4,2,2,2,2,45000.0,69.99000,8.500,2.113,2,493.95,NA,395.00,,,180,NA,NA,2,2,2,2,315000,1,1,3,5,1,NA,77,20%-<30%,2,10,1,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,6974,79.29,78500,90,1237,1880,43
2024,549300GAX7IKJUKCJE72,32900,CA,06047,06047001200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,2,2,135000.0,80.00000,8.000,1.397,2,684.90,NA,395.00,,,240,NA,NA,2,2,2,2,475000,1,1,3,5,1,NA,124,42,2,9,1,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,55-64,65-74,Yes,Yes,1,1,6,,,,,10,,,,5365,57.02,78500,116,1204,1878,47
2024,549300GAX7IKJUKCJE72,32900,CA,06047,06047000403,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,2,0,2,1,1,1,2,2,2,185000.0,95.00000,7.125,1.006,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,195000,1,1,3,5,1,NA,134,48,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,45-54,No,No,1,1,1,,,,,10,,,,3617,33.56,78500,91,760,1505,38
2024,549300GAX7IKJUKCJE72,32900,CA,06047,06047001007,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,2,2,45000.0,22.35000,8.250,1.532,2,493.95,NA,395.00,,,240,NA,NA,2,2,2,2,445000,1,1,3,5,1,NA,61,43,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,10,,,,4202,74.2,78500,120,427,869,12
2024,549300GAX7IKJUKCJE72,32900,CA,06047,06047001008,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,32,2,2,1,2,105000.0,36.30000,NA,NA,3,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,425000,1,1,3,5,1,NA,99,>60%,2,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,35-44,35-44,No,No,1,1,6,,,,,1,,,,7278,77.52,78500,192,1121,2000,16
2024,549300GAX7IKJUKCJE72,32900,CA,06047,06047001008,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,2,2,2,1,2,105000.0,36.48000,9.500,1.330,2,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,415000,1,1,3,5,1,NA,73,30%-<36%,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,7278,77.52,78500,192,1121,2000,16
2024,549300GAX7IKJUKCJE72,32900,CA,06047,06047000504,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,1,32,2,2,2,2,55000.0,13.16000,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,385000,1,1,3,5,1,NA,36,20%-<30%,2,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,9,,,,6475,87.31,78500,82,1126,1994,42
2024,549300GAX7IKJUKCJE72,32900,CA,06047,06047001601,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,3,0,2,1,4,2,2,2,2,25000.0,87.57000,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,325000,1,1,3,5,1,NA,104,30%-<36%,2,10,1,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,4,,,,4166,92.99,78500,53,83,776,41
2024,549300GAX7IKJUKCJE72,32900,CA,06047,06047002301,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,2,2,155000.0,58.29000,8.250,1.456,2,493.95,NA,395.00,,,240,NA,NA,2,2,2,2,405000,1,1,3,5,1,NA,64,39,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,>74,9999,Yes,NA,1,1,6,,,,,10,,,,8401,67.8,78500,152,1585,2401,26
2024,549300GAX7IKJUKCJE72,32900,CA,06047,06047000505,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,5,0,2,1,32,2,2,1,2,205000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,NA,1,1,3,5,1,NA,141,NA,9,9,1,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,6974,79.29,78500,90,1237,1880,43
2024,549300GAX7IKJUKCJE72,32900,CA,06047,06047001402,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,2,2,85000.0,56.22000,6.500,-0.257,2,513.90,NA,395.00,,,84,NA,NA,2,2,2,2,565000,1,1,3,5,1,NA,133,36,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,4813,65.47,78500,100,1030,1502,47
2024,549300GAX7IKJUKCJE72,32900,CA,06047,06047002301,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,0,2,1,32,2,2,2,2,55000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,113,NA,9,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,8401,67.8,78500,152,1585,2401,26
2024,549300GAX7IKJUKCJE72,32900,CA,06047,06047001604,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,0,2,1,4,2,2,2,2,55000.0,38.78000,7.500,1.245,2,513.90,NA,395.00,,,84,NA,NA,2,2,2,2,315000,1,1,3,5,1,NA,78,30%-<36%,2,9,1,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,4436,91.64,78500,92,490,990,17
2024,549300GAX7IKJUKCJE72,32900,CA,06047,06047001502,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,32,2,2,1,2,155000.0,62.00000,NA,NA,3,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,305000,1,3,3,5,1,NA,73,44,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,45-54,9999,No,NA,1,1,6,,,,,5,,,,2768,95.38,78500,53,201,728,50
2024,549300GAX7IKJUKCJE72,32900,CA,06047,06047001007,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,32,2,2,1,1,125000.0,41.70000,10.750,NA,3,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,435000,1,3,3,5,1,NA,120,20%-<30%,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,4202,74.2,78500,120,427,869,12
2024,549300GAX7IKJUKCJE72,32900,CA,06047,06047000702,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,0,1,1,1,1,2,2,2,265000.0,95.00000,7.125,0.719,2,4644.50,NA,1345.00,,154.28,360,NA,NA,2,2,2,2,285000,1,1,3,5,1,NA,75,40,1,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,5125,48,78500,174,1464,1874,25
2024,549300GAX7IKJUKCJE72,32900,CA,06047,06047000603,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,4,2,2,1,2,105000.0,72.81000,10.000,1.810,2,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,735000,1,1,3,5,1,NA,220,30%-<36%,2,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,6502,72.59,78500,123,1063,1593,37
2024,549300GAX7IKJUKCJE72,32900,CA,06047,06047002301,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,32,1,2,2,1,65000.0,13.68000,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,475000,1,3,3,5,1,NA,13,>60%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,Yes,NA,1,1,1,,,,,1,,,,8401,67.8,78500,152,1585,2401,26
2024,549300GAX7IKJUKCJE72,32900,CA,06047,06047002305,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Female,3,0,2,1,4,2,2,2,2,55000.0,74.77000,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,405000,1,1,3,5,1,NA,73,>60%,2,10,1,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,6,,,,,1,,,,6012,86.63,78500,118,568,1061,28
2024,549300GAX7IKJUKCJE72,32900,CA,06047,06047000504,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,3,0,2,1,2,2,2,2,2,35000.0,85.24000,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,74,38,2,10,1,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,4,,,,6475,87.31,78500,82,1126,1994,42
